Timestamp_ms,SP_Pitch,Pos_Pitch,Vel_Pitch,Vq_Pitch,Vd_Pitch,SP_Yaw,Pos_Yaw,Vel_Yaw,Vq_Yaw,Vd_Yaw,,,,,
956844,0,4221.3525390625,-165.55632019043,8,0,-0.737597703933716,-0.713136196136475,-0.327633261680603,-0.413167119026184,0,,,,,
956849,0,4220.68017578125,-1734.39282226563,8,0,-0.739599704742432,-0.715146541595459,-0.42073866724968,-0.390092015266418,0,,,,,
956854,0,4221.35546875,264.974975585938,8,0,-0.741601467132568,-0.717037200927734,-0.274259269237518,-0.484532386064529,0,,,,,
956859,0,4220.46484375,607.552062988281,-8,0,-0.743603467941284,-0.719026565551758,-0.521444499492645,-0.209689766168594,0,,,,,
956864,0,4221.205078125,1264.94140625,8,0,-0.74560546875,-0.72106409072876,-0.333474338054657,-0.390689730644226,0,,,,,
956869,0,4221.1611328125,27.4470596313477,8,0,-0.747607469558716,-0.72304105758667,-0.381781369447708,-0.316554993391037,0,,,,,
956874,0,4220.07763671875,-1364.39965820313,-8,0,-0.749609470367432,-0.725015640258789,-0.424538880586624,-0.327252477407455,0,,,,,
956879,0,4219.69970703125,-301.826202392578,-8,0,-0.751611232757568,-0.72714900970459,-0.450346201658249,-0.296583026647568,0,,,,,
956884,0,4221.240234375,622.680786132813,8,0,-0.753588914871216,-0.729159355163574,-0.470604002475739,-0.357327729463577,0,,,,,
956889,0,4219.72412109375,-3271.857421875,-8,0,-0.755590915679932,-0.731196403503418,-0.492219001054764,-0.251108527183533,0,,,,,
956894,0,4221.07861328125,-411.835662841797,8,0,-0.757592678070068,-0.733222007751465,-0.363081872463226,-0.397679895162582,0,,,,,
956899,0,4220.80712890625,-16.5313968658447,8,0,-0.759594678878784,-0.735429763793945,-0.352173835039139,-0.229435637593269,0,,,,,
956904,0,4221.56689453125,1466.55004882813,8,0,-0.7615966796875,-0.73750638961792,-0.481527358293533,-0.332891941070557,0,,,,,
956909,0,4219.15234375,46.6349868774414,-8,0,-0.763598680496216,-0.739591598510742,-0.450346201658249,-0.291771680116653,0,,,,,
956914,0,4219.21435546875,798.885925292969,-8,0,-0.765600681304932,-0.74180269241333,-0.440996468067169,-0.378867298364639,0,,,,,
956919,0,4222.67529296875,-3529.09326171875,8,0,-0.767602443695068,-0.743914604187012,-0.381781369447708,-0.347803562879562,0,,,,,
956924,0,4219.49365234375,482.036224365234,-8,0,-0.769604444503784,-0.746066093444824,-0.53050047159195,-0.189085274934769,0,,,,,
956929,0,4220.32421875,-3152.14453125,8,0,-0.7716064453125,-0.748307228088379,-0.419554799795151,-0.253948628902435,0,,,,,
956934,0,4221.18017578125,-404.104644775391,8,0,-0.773608446121216,-0.750479221343994,-0.500211536884308,-0.26250147819519,0,,,,,
956939,0,4215.5126953125,-1902.06286621094,-8,0,-0.775610446929932,-0.752639293670654,-0.450346201658249,-0.259641051292419,0,,,,,
956944,0,4212.80517578125,-658.926635742188,-8,0,-0.777587890625,-0.75480842590332,-0.50956130027771,-0.188237577676773,0,,,,,
956949,0,4216.7451171875,-1781.76245117188,8,0,-0.779589891433716,-0.757169246673584,-0.469045698642731,-0.112955182790756,0,,,,,
956954,0,4211.87890625,-4422.60986328125,-8,0,-0.781591892242432,-0.759371280670166,-0.500288188457489,-0.346095651388168,0,,,,,
956959,0,4211.28515625,-2327.69116210938,-8,0,-0.783593654632568,-0.761624336242676,-0.48930349946022,-0.175377130508423,0,,,,,
956964,0,4209.9833984375,-1527.4287109375,-8,0,-0.785595655441284,-0.764024257659912,-0.4986532330513,-0.194675520062447,0,,,,,
956969,0,4208.35791015625,779.619506835938,-8,0,-0.78759765625,-0.766316413879395,-0.50956130027771,-0.0733963400125504,0,,,,,
956974,0,4208.49560546875,2861.75415039063,-8,0,-0.789599657058716,-0.76857852935791,-0.396851569414139,-0.236166149377823,0,,,,,
956979,0,4208.1630859375,1285.88488769531,-8,0,-0.791601657867432,-0.771061897277832,-0.592950105667114,-0.20396988093853,0,,,,,
956984,0,4208.77197265625,1617.439453125,8,0,-0.793603420257568,-0.773335933685303,-0.459695965051651,-0.223842099308968,0,,,,,
956989,0,4208.07177734375,2204.0732421875,8,0,-0.795605421066284,-0.775660991668701,-0.548518538475037,-0.0195244550704956,0,,,,,
956994,0,4207.18115234375,-2916.70922851563,-8,0,-0.797607421875,-0.777958869934082,-0.430088400840759,-0.138369753956795,0,,,,,
956999,0,4207.26806640625,-3940.17553710938,8,0,-0.799609422683716,-0.780442714691162,-0.472146958112717,-0.0641562044620514,0,,,,,
957004,0,4208.2421875,-1871.7509765625,8,0,-0.801611423492432,-0.782755851745606,-0.472146958112717,-0.125418052077293,0,,,,,
957009,0,4203.14599609375,479.437957763672,-8,0,-0.8035888671875,-0.785080432891846,-0.520612359046936,0.0167416706681252,0,,,,,
957014,0,4204.5224609375,-756.646789550781,-8,0,-0.805590867996216,-0.787513256072998,-0.422118157148361,-0.0328540951013565,0,,,,,
957019,0,4204.6767578125,2900.36938476563,2.84158229827881,0,-0.807592868804932,-0.789847373962402,-0.570641219615936,-0.121363967657089,0,,,,,
957024,0,4203.87109375,2463.74584960938,-8,0,-0.809594631195068,-0.792124271392822,-0.481527358293533,0.0218172073364258,0,,,,,
957029,0,4204.45556640625,-722.128051757813,8,0,-0.811596632003784,-0.794557094573975,-0.49090775847435,0.0650920793414116,0,,,,,
957034,0,4202.17333984375,-2163.75170898438,-8,0,-0.8135986328125,-0.796824932098389,-0.411174356937408,-0.105820402503014,0,,,,,
957039,0,4202.20458984375,85.4938278198242,-8,0,-0.815600633621216,-0.79911994934082,-0.501448094844818,0.0930228605866432,0,,,,,
957044,0,4201.49169921875,799.329162597656,-8,0,-0.817602634429932,-0.801531791687012,-0.59682559967041,-0.0376094207167625,0,,,,,
