Timestamp_ms,SP_Pitch,Pos_Pitch,Vel_Pitch,Vq_Pitch,Vd_Pitch,SP_Yaw,Pos_Yaw,Vel_Yaw,Vq_Yaw,Vd_Yaw
1838609,1.9547936916351318,5.561405658721924,31.234392166137695,1.9547936916351318,0.0,0.0,3.2716965675354004,-0.011664314195513725,0.0,0.0
1838629,5.534900188446045,5.867620468139648,-2.333826780319214,5.534900188446045,0.0,0.0,3.271801233291626,0.007776209153234959,0.0,0.0
1838649,6.99686861038208,5.518169403076172,-30.9167537689209,6.99686861038208,0.0,0.0,3.2717533111572266,-0.0136239193379879,0.0,0.0
1838669,5.7963151931762695,4.699470043182373,-46.28144073486328,5.7963151931762695,0.0,0.0,3.2717533111572266,-0.0136239193379879,0.0,0.0
1838689,2.3784382343292236,3.686800003051758,-51.12007141113281,2.3784382343292236,0.0,0.0,3.2717413902282715,0.06834147870540619,0.0,0.0
1838709,-1.949637770652771,2.8234925270080566,-33.37860107421875,-1.949637770652771,0.0,0.0,3.2717833518981934,-0.004907858092337847,0.0,0.0
1838729,-5.531611442565918,2.512765407562256,1.443800449371338,-5.531611442565918,0.0,0.0,3.2717742919921875,-0.003391074016690254,0.0,0.0
1838749,-6.996706008911133,2.852461338043213,31.008440017700195,-6.996706008911133,0.0,0.0,3.271759510040283,-0.0019358443096280098,0.0,0.0
1838769,-5.784247398376465,3.6495649814605713,48.41936492919922,-5.784247398376465,0.0,0.0,3.271759510040283,-0.0019358443096280098,0.0,0.0
1838789,-2.3834869861602783,4.682782173156738,50.05405807495117,-2.3834869861602783,0.0,0.0,3.271690607070923,-0.028364909812808037,0.0,0.0
1838809,1.9444807767868042,5.5467610359191895,31.590848922729492,1.9444807767868042,0.0,0.0,3.271690607070923,-0.028364909812808037,0.0,0.0
1838829,5.528319835662842,5.860178470611572,-1.9402881860733032,5.528319835662842,0.0,0.0,3.271822214126587,0.009763251058757305,0.0,0.0
1838849,6.996539115905762,5.51132345199585,-31.1751766204834,6.996539115905762,0.0,0.0,3.2717623710632324,-0.038830384612083435,0.0,0.0
1838869,5.787269592285156,4.693873405456543,-46.109371185302734,5.787269592285156,0.0,0.0,3.2717623710632324,-0.038830384612083435,0.0,0.0
1838889,2.363283395767212,3.6826984882354736,-50.86418914794922,2.363283395767212,0.0,0.0,3.271759510040283,0.010162103921175003,0.0,0.0
1838909,-1.9651020765304565,2.8201847076416016,-33.26134490966797,-1.9651020765304565,0.0,0.0,3.27181339263916,-0.004682525526732206,0.0,0.0
1838929,-5.525024890899658,2.5091371536254883,1.4633429050445557,-5.525024890899658,0.0,0.0,3.271777391433716,-0.0006292912294156849,0.0,0.0
1838949,-6.996368408203125,2.8463134765625,30.851831436157227,-6.996368408203125,0.0,0.0,3.2717654705047607,-0.0009243179811164737,0.0,0.0
1838969,-5.790287971496582,3.642814874649048,47.63117218017578,-5.790287971496582,0.0,0.0,3.2717654705047607,-0.0009243179811164737,0.0,0.0
1838989,-2.3683364391326904,4.676466464996338,49.89493179321289,-2.3683364391326904,0.0,0.0,3.2717204093933105,-0.00973932072520256,0.0,0.0
1839009,1.9599485397338867,5.539010047912598,32.10907745361328,1.9599485397338867,0.0,0.0,3.2717204093933105,-0.00973932072520256,0.0,0.0
1839029,5.538185119628906,5.852622032165527,-1.8088544607162476,5.538185119628906,0.0,0.0,3.2718403339385986,0.010195531882345676,0.0,0.0
1839049,6.9961934089660645,5.5060834884643555,-31.35126304626465,6.9961934089660645,0.0,0.0,3.271792411804199,-0.007160298526287079,0.0,0.0
1839069,5.793303489685059,4.6908745765686035,-46.67845153808594,5.793303489685059,0.0,0.0,3.271792411804199,-0.007160298526287079,0.0,0.0
1839089,2.3733880519866943,3.681182384490967,-50.88399887084961,2.3733880519866943,0.0,0.0,3.2717952728271484,0.03428240865468979,0.0,0.0
1839109,-1.9547936916351318,2.820277690887451,-33.13317108154297,-1.9547936916351318,0.0,0.0,3.2718193531036377,-0.0073777735233306885,0.0,0.0
1839129,-5.534900188446045,2.5102007389068604,1.3738574981689453,-5.534900188446045,0.0,0.0,3.2717952728271484,-0.014779618009924889,0.0,0.0
1839149,-6.99686861038208,2.8482308387756348,30.988182067871094,-6.99686861038208,0.0,0.0,3.2717533111572266,-0.029511094093322754,0.0,0.0
1839169,-5.7963151931762695,3.644376039505005,47.5734977722168,-5.7963151931762695,0.0,0.0,3.27176833152771,0.0015949172666296363,0.0,0.0
1839189,-2.3784382343292236,4.67676305770874,49.63246154785156,-2.3784382343292236,0.0,0.0,3.271726369857788,-0.010095900855958462,0.0,0.0
1839209,1.949637770652771,5.541149139404297,31.918481826782227,1.949637770652771,0.0,0.0,3.271726369857788,-0.010095900855958462,0.0,0.0
1839229,5.531611442565918,5.854743480682373,-1.7869668006896973,5.531611442565918,0.0,0.0,3.2718493938446045,0.006752595771104097,0.0,0.0
1839249,6.996706008911133,5.5081868171691895,-31.07207489013672,6.996706008911133,0.0,0.0,3.2717742919921875,-0.0011201451998203993,0.0,0.0
1839269,5.784247398376465,4.692552089691162,-46.71592712402344,5.784247398376465,0.0,0.0,3.2717714309692383,-0.00016594298358540982,0.0,0.0
1839289,2.3834869861602783,3.6807990074157715,-50.98183822631836,2.3834869861602783,0.0,0.0,3.27176833152771,0.04924711585044861,0.0,0.0
1839309,-1.9444807767868042,2.818647861480713,-33.19255828857422,-1.9444807767868042,0.0,0.0,3.2718043327331543,-0.00980509351938963,0.0,0.0
1839329,-5.528319835662842,2.5069260597229004,1.241502046585083,-5.528319835662842,0.0,0.0,3.2717983722686768,-0.0012887490447610617,0.0,0.0
1839349,-6.996539115905762,2.840698719024658,31.095703125,-6.996539115905762,0.0,0.0,3.271780490875244,-0.0008065581205300987,0.0,0.0
1839369,-5.787269592285156,3.635028123855591,47.21938705444336,-5.787269592285156,0.0,0.0,3.271780490875244,-0.0008065581205300987,0.0,0.0
1839389,-2.363283395767212,4.666579246520996,49.79498291015625,-2.363283395767212,0.0,0.0,3.2717294692993164,-0.0674624890089035,0.0,0.0
1839409,1.9651020765304565,5.529356956481934,32.33328628540039,1.9651020765304565,0.0,0.0,3.2717294692993164,-0.0674624890089035,0.0,0.0
1839429,5.525024890899658,5.84213924407959,-1.5712175369262695,5.525024890899658,0.0,0.0,3.271879196166992,0.009258974343538284,0.0,0.0
1839449,6.996368408203125,5.49868631362915,-31.452613830566406,6.996368408203125,0.0,0.0,3.2718074321746826,-0.011588718742132187,0.0,0.0
1839469,5.790287971496582,4.687464714050293,-45.74666213989258,5.790287971496582,0.0,0.0,3.2718074321746826,-0.011588718742132187,0.0,0.0
1839489,2.3683364391326904,3.6784591674804688,-50.99187088012695,2.3683364391326904,0.0,0.0,3.27181339263916,0.01947864145040512,0.0,0.0
1839509,-1.9599485397338867,2.819148063659668,-32.85877227783203,-1.9599485397338867,0.0,0.0,3.271843194961548,-0.01012889388948679,0.0,0.0
1839529,-5.538185119628906,2.510925769805908,1.5269769430160522,-5.538185119628906,0.0,0.0,3.27181339263916,-0.007791456766426563,0.0,0.0
1839549,-6.9961934089660645,2.849740982055664,31.02177619934082,-6.9961934089660645,0.0,0.0,3.2718043327331543,-0.0008405925473198295,0.0,0.0
1839569,-5.793303489685059,3.647189140319824,47.82770919799805,-5.793303489685059,0.0,0.0,3.2718043327331543,-0.0008405925473198295,0.0,0.0
1839589,-2.3733880519866943,4.680651664733887,50.06010818481445,-2.3733880519866943,0.0,0.0,3.2717654705047607,-0.0038579057436436415,0.0,0.0
1839609,1.9547936916351318,5.544678688049316,31.805192947387695,1.9547936916351318,0.0,0.0,3.2717654705047607,-0.0038579057436436415,0.0,0.0
1839629,5.534900188446045,5.85607385635376,-1.8258248567581177,5.534900188446045,0.0,0.0,3.271876335144043,0.01637990213930607,0.0,0.0
1839649,6.99686861038208,5.507626533508301,-31.32680320739746,6.99686861038208,0.0,0.0,3.271810293197632,-0.01904301717877388,0.0,0.0
1839669,5.7963151931762695,4.691084384918213,-46.25163650512695,5.7963151931762695,0.0,0.0,3.271810293197632,-0.01904301717877388,0.0,0.0
1839689,2.3784382343292236,3.6954047679901123,-51.46967697143555,2.3784382343292236,0.0,0.0,3.2717952728271484,0.01922730542719364,0.0,0.0
1839709,-1.949637770652771,2.830524206161499,-33.5618782043457,-1.949637770652771,0.0,0.0,3.2718613147735596,-0.004674874246120453,0.0,0.0
1839729,-5.531611442565918,2.510716199874878,1.335301399230957,-5.531611442565918,0.0,0.0,3.271834373474121,-0.0002595031983219087,0.0,0.0
1839749,-6.996706008911133,2.8449621200561523,30.981908798217773,-6.996706008911133,0.0,0.0,3.271801233291626,-0.009869600646197796,0.0,0.0
1839769,-5.784247398376465,3.638401746749878,47.15825653076172,-5.784247398376465,0.0,0.0,3.271822214126587,0.02901805192232132,0.0,0.0
1839789,-2.3834869861602783,4.669249057769775,49.9837532043457,-2.3834869861602783,0.0,0.0,3.271747350692749,-0.009050076827406883,0.0,0.0
1839809,1.9444807767868042,5.529623508453369,32.34260559082031,1.9444807767868042,0.0,0.0,3.271747350692749,-0.009050076827406883,0.0,0.0
1839829,5.528319835662842,5.839928150177002,-1.5215580463409424,5.528319835662842,0.0,0.0,3.271876335144043,0.007389809004962444,0.0,0.0
1839849,6.996539115905762,5.49657678604126,-31.468135833740234,6.996539115905762,0.0,0.0,3.2718193531036377,-0.012221619486808777,0.0,0.0
